Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau
Instituto Politécnico de Viseu;3180;Escola Superior de Tecnologia e Gestão de Viseu;3182;Público;Politécnico;Gestão de Empresas (regime pós-laboral);9994;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Gestão de Tomar;3241;Público;Politécnico;Contabilidade;9056;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Gestão de Tomar;3241;Público;Politécnico;Gestão de Empresas;9152;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Gestão de Tomar;3241;Público;Politécnico;Gestão de Recursos Humanos e Comportamento Organizacional;9640;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Gestão de Tomar;3241;Público;Politécnico;Turismo e Gestão do Património Cultural;L207;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Tecnologia de Abrantes;3243;Público;Politécnico;Engenharia Mecânica;9123;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Tecnologia de Abrantes;3243;Público;Politécnico;Informática e Tecnologias Multimédia;L143;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Tecnologia de Abrantes;3243;Público;Politécnico;Computação e Logística;L211;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Tecnologia de Abrantes;3243;Público;Politécnico;Comunicação Social: Jornalismo e Comunicação Empresarial;L297;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Tecnologia de Abrantes;3243;Público;Politécnico;Cinema e Média Digitais;L371;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Tecnologia de Tomar;3242;Público;Politécnico;Engenharia Civil;9089;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Tecnologia de Tomar;3242;Público;Politécnico;Engenharia Electrotécnica e de Computadores;9112;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Tecnologia de Tomar;3242;Público;Politécnico;Engenharia Informática;9119;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Tecnologia de Tomar;3242;Público;Politécnico;Conservação e Restauro;9380;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Tecnologia de Tomar;3242;Público;Politécnico;Design e Tecnologia das Artes Gráficas;9644;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Tecnologia de Tomar;3242;Público;Politécnico;Fotografia;9645;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Tecnologia de Tomar;3242;Público;Politécnico;Tecnologia Química;L142;Licenciatura 1.º ciclo
Instituto Politécnico de Tomar;3240;Escola Superior de Tecnologia de Tomar;3242;Público;Politécnico;Gestão da Edificação e Obras;L186;Licenciatura 1.º ciclo
Academia Nacional Superior de Orquestra;4002;Academia Nacional Superior de Orquestra;4002;Privado;Politécnico;Música;9214;Licenciatura 1.º ciclo
Escola Superior Artística do Porto;4010;Escola Superior Artística do Porto;4010;Privado;Universitário;Design de Comunicação;9070;Licenciatura 1.º ciclo
Escola Superior Artística do Porto;4010;Escola Superior Artística do Porto;4010;Privado;Universitário;Teatro;9243;Licenciatura 1.º ciclo
Escola Superior Artística do Porto;4010;Escola Superior Artística do Porto;4010;Privado;Universitário;Arquitetura;9257;Mestrado Integrado
Escola Superior Artística do Porto;4010;Escola Superior Artística do Porto;4010;Privado;Universitário;Artes Plásticas e Intermédia;9682;Licenciatura 1.º ciclo
Escola Superior Artística do Porto;4010;Escola Superior Artística do Porto;4010;Privado;Universitário;Artes Visuais - Fotografia;9683;Licenciatura 1.º ciclo
Escola Superior Artística do Porto;4010;Escola Superior Artística do Porto;4010;Privado;Universitário;Cinema e Audiovisual;9713;Licenciatura 1.º ciclo
Escola Superior Artística do Porto;4010;Escola Superior Artística do Porto;4010;Privado;Universitário;Banda Desenhada e Narrativas Gráficas;L356;Licenciatura 1.º ciclo
Escola Superior de Actividades Imobiliárias;4020;Escola Superior de Actividades Imobiliárias;4020;Privado;Politécnico;Engenharia Civil;9089;Licenciatura 1.º ciclo
Escola Superior de Actividades Imobiliárias;4020;Escola Superior de Actividades Imobiliárias;4020;Privado;Politécnico;Gestão Imobiliária;9174;Licenciatura 1.º ciclo
Escola Superior de Actividades Imobiliárias;4020;Escola Superior de Actividades Imobiliárias;4020;Privado;Politécnico;Gestão da Edificação e Obras;L186;Licenciatura 1.º ciclo
Escola Superior de Artes e Design;4069;Escola Superior de Artes e Design;4069;Privado;Politécnico;Design;9069;Licenciatura 1.º ciclo
Escola Superior de Artes e Design;4069;Escola Superior de Artes e Design;4069;Privado;Politécnico;Artes Digitais e Multimédia;L170;Licenciatura 1.º ciclo
Escola Superior de Educação de Fafe;4076;Escola Superior de Educação de Fafe;4076;Privado;Politécnico;Educação Social;9084;Licenciatura 1.º ciclo
Escola Superior de Educação de Fafe;4076;Escola Superior de Educação de Fafe;4076;Privado;Politécnico;Desporto;9563;Licenciatura 1.º ciclo
Escola Superior de Educação de Fafe;4076;Escola Superior de Educação de Fafe;4076;Privado;Politécnico;Educação Básica;9853;Licenciatura 1.º ciclo
Escola Superior de Educação de João de Deus;4080;Escola Superior de Educação de João de Deus;4080;Privado;Politécnico;Educação Básica;9853;Licenciatura 1.º ciclo
Escola Superior de Educação de Paula Frassinetti;4085;Escola Superior de Educação de Paula Frassinetti;4085;Privado;Politécnico;Educação Social;9084;Licenciatura 1.º ciclo
Escola Superior de Educação de Paula Frassinetti;4085;Escola Superior de Educação de Paula Frassinetti;4085;Privado;Politécnico;Educação Básica;9853;Licenciatura 1.º ciclo
Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa;4089;Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa;4089;Privado;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa;4089;Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa;4089;Privado;Politécnico;Fisioterapia;9504;Licenciatura 1.º ciclo
Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa;4089;Escola Superior de Saúde Norte da Cruz Vermelha Portuguesa;4089;Privado;Politécnico;Osteopatia;L136;Licenciatura 1.º ciclo
Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Privado;Politécnico;Cardiopneumologia;8137;Licenciatura 1.º ciclo
Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Privado;Politécnico;Podologia;8249;Licenciatura 1.º ciclo
Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Privado;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Privado;Politécnico;Fisioterapia;9504;Licenciatura 1.º ciclo
Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Privado;Politécnico;Imagem Médica e Radioterapia;L066;Licenciatura 1.º ciclo
Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Privado;Politécnico;Ciências Biomédicas Laboratoriais;L068;Licenciatura 1.º ciclo
Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Escola Superior de Saúde da Cruz Vermelha Portuguesa - Lisboa;4091;Privado;Politécnico;Osteopatia;L136;Licenciatura 1.º ciclo
Escola Superior de Enfermagem S. Francisco das Misericórdias;4096;Escola Superior de Enfermagem S. Francisco das Misericórdias;4096;Privado;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Escola Superior de Saúde de Santa Maria;4097;Escola Superior de Saúde de Santa Maria;4097;Privado;Politécnico;Terapia Ocupacional;8138;Licenciatura 1.º ciclo
Escola Superior de Saúde de Santa Maria;4097;Escola Superior de Saúde de Santa Maria;4097;Privado;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Escola Superior de Saúde de Santa Maria;4097;Escola Superior de Saúde de Santa Maria;4097;Privado;Politécnico;Fisioterapia;9504;Licenciatura 1.º ciclo
Escola Superior de Saúde de Santa Maria;4097;Escola Superior de Saúde de Santa Maria;4097;Privado;Politécnico;Gestão de dados e tecnologias em saúde;L357;Licenciatura 1.º ciclo
Escola Superior de Enfermagem de S. José de Cluny;4098;Escola Superior de Enfermagem de S. José de Cluny;4098;Privado;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Escola Superior de Saúde Jean Piaget de Viseu;4103;Escola Superior de Saúde Jean Piaget de Viseu;4103;Privado;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Escola Superior de Saúde Jean Piaget de Viseu;4103;Escola Superior de Saúde Jean Piaget de Viseu;4103;Privado;Politécnico;Fisioterapia;9504;Licenciatura 1.º ciclo
Escola Superior de Saúde do Alcoitão;4105;Escola Superior de Saúde do Alcoitão;4105;Privado;Politécnico;Terapia Ocupacional;8138;Licenciatura 1.º ciclo
Escola Superior de Saúde do Alcoitão;4105;Escola Superior de Saúde do Alcoitão;4105;Privado;Politécnico;Fisioterapia;9504;Licenciatura 1.º ciclo
Escola Superior de Saúde do Alcoitão;4105;Escola Superior de Saúde do Alcoitão;4105;Privado;Politécnico;Terapia da Fala;9890;Licenciatura 1.º ciclo
Escola Superior de Saúde Egas Moniz;4106;Escola Superior de Saúde Egas Moniz;4106;Privado;Politécnico;Enfermagem Veterinária;9085;Licenciatura 1.º ciclo
Escola Superior de Saúde Egas Moniz;4106;Escola Superior de Saúde Egas Moniz;4106;Privado;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Escola Superior de Saúde Egas Moniz;4106;Escola Superior de Saúde Egas Moniz;4106;Privado;Politécnico;Fisioterapia;9504;Licenciatura 1.º ciclo
Escola Superior de Saúde Egas Moniz;4106;Escola Superior de Saúde Egas Moniz;4106;Privado;Politécnico;Prótese Dentária;9791;Licenciatura 1.º ciclo
Escola Superior de Saúde Egas Moniz;4106;Escola Superior de Saúde Egas Moniz;4106;Privado;Politécnico;Ciências Biomédicas Laboratoriais;L068;Licenciatura 1.º ciclo
Instituto Politécnico de Saúde do Norte - CESPU;4107;Escola Superior de Enfermagem do Tâmega e Sousa;4113;Privado;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Instituto Politécnico de Saúde do Norte - CESPU;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politécnico;Podologia;8249;Licenciatura 1.º ciclo
Instituto Politécnico de Saúde do Norte - CESPU;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Instituto Politécnico de Saúde do Norte - CESPU;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politécnico;Fisioterapia;9504;Licenciatura 1.º ciclo
Instituto Politécnico de Saúde do Norte - CESPU;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politécnico;Farmácia;9549;Licenciatura 1.º ciclo
Instituto Politécnico de Saúde do Norte - CESPU;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politécnico;Imagem Médica e Radioterapia;L066;Licenciatura 1.º ciclo
Instituto Politécnico de Saúde do Norte - CESPU;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politécnico;Fisiologia Clínica;L067;Licenciatura 1.º ciclo
Instituto Politécnico de Saúde do Norte - CESPU;4107;Escola Superior de Saúde do Vale do Ave;4108;Privado;Politécnico;Osteopatia;L136;Licenciatura 1.º ciclo
Instituto Politécnico de Saúde do Norte - CESPU;4107;Escola Superior de Tecnologias da Saúde do Tâmega e Sousa;4109;Privado;Politécnico;Enfermagem Veterinária;9085;Licenciatura 1.º ciclo
Instituto Politécnico de Saúde do Norte - CESPU;4107;Escola Superior de Tecnologias da Saúde do Tâmega e Sousa;4109;Privado;Politécnico;Fisioterapia;9504;Licenciatura 1.º ciclo
Instituto Politécnico de Saúde do Norte - CESPU;4107;Escola Superior de Tecnologias da Saúde do Tâmega e Sousa;4109;Privado;Politécnico;Prótese Dentária;9791;Licenciatura 1.º ciclo
Escola Superior de Saúde Cruz Vermelha Portuguesa - Alto Tâmega;4110;Escola Superior de Saúde Cruz Vermelha Portuguesa - Alto Tâmega;4110;Privado;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Escola Superior de Tecnologias de Fafe;4115;Escola Superior de Tecnologias de Fafe;4115;Privado;Politécnico;Gestão;9147;Licenciatura 1.º ciclo
Escola Superior de Tecnologias de Fafe;4115;Escola Superior de Tecnologias de Fafe;4115;Privado;Politécnico;Gestão Hoteleira;9173;Licenciatura 1.º ciclo
Escola Superior de Tecnologias de Fafe;4115;Escola Superior de Tecnologias de Fafe;4115;Privado;Politécnico;Turismo;9254;Licenciatura 1.º ciclo
Escola Superior de Tecnologias de Fafe;4115;Escola Superior de Tecnologias de Fafe;4115;Privado;Politécnico;Tecnologias e Gestão de Sistemas Informação;L234;Licenciatura 1.º ciclo
Escola Universitária Vasco da Gama;4126;Escola Universitária Vasco da Gama;4126;Privado;Universitário;Medicina Veterinária;9847;Mestrado Integrado
Escola Universitária Vasco da Gama;4126;Escola Universitária Vasco da Gama;4126;Privado;Universitário;Ciências Bioveterinárias;L111;Licenciatura 1.º ciclo
Escola Universitária Vasco da Gama;4126;Escola Universitária Vasco da Gama;4126;Privado;Universitário;Saúde e Bem-Estar Marinho;L327;Licenciatura 1.º ciclo
Escola Superior de Negócios Atlântico;4141;Escola Superior de Negócios Atlântico;4141;Privado;Politécnico;Gestão e Negócios;9169;Licenciatura 1.º ciclo
Escola Superior de Negócios Atlântico;4141;Escola Superior de Negócios Atlântico;4141;Privado;Politécnico;Gestão e Negócios (EaD);L245;Licenciatura 1.º ciclo
Instituto Português de Administração de Marketing do Porto;4155;Instituto Português de Administração de Marketing do Porto;4155;Privado;Politécnico;Gestão de Marketing;9156;Licenciatura 1.º ciclo
Instituto Português de Administração de Marketing do Porto;4155;Instituto Português de Administração de Marketing do Porto;4155;Privado;Politécnico;Marketing;9205;Licenciatura 1.º ciclo
Instituto Português de Administração de Marketing do Porto;4155;Instituto Português de Administração de Marketing do Porto;4155;Privado;Politécnico;Gestão de Negócios;L268;Licenciatura 1.º ciclo
Instituto Português de Administração de Marketing do Porto;4155;Instituto Português de Administração de Marketing do Porto;4155;Privado;Politécnico;Negócios Globais;L314;Licenciatura 1.º ciclo
Instituto Português de Administração de Marketing do Porto;4155;Instituto Português de Administração de Marketing do Porto;4155;Privado;Politécnico;Gestão de Marketing (regime de ensino a distância);L340;Licenciatura 1.º ciclo
Instituto Português de Administração de Marketing de Lisboa;4156;Instituto Português de Administração de Marketing de Lisboa;4156;Privado;Politécnico;Gestão de Marketing;9156;Licenciatura 1.º ciclo
Instituto Português de Administração de Marketing de Lisboa;4156;Instituto Português de Administração de Marketing de Lisboa;4156;Privado;Politécnico;Marketing;9205;Licenciatura 1.º ciclo
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politécnico;Relações Empresariais;8387;Licenciatura 1.º ciclo
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politécnico;Gestão;9147;Licenciatura 1.º ciclo
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politécnico;Gestão de Empresas;9152;Licenciatura 1.º ciclo
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politécnico;Gestão Hoteleira;9173;Licenciatura 1.º ciclo
Instituto Superior de Administração e Gestão;4200;Instituto Superior de Administração e Gestão;4200;Privado;Politécnico;Turismo;9254;Licenciatura 1.º ciclo
Instituto Superior de Administração e Línguas;4220;Instituto Superior de Administração e Línguas;4220;Privado;Politécnico;Gestão de Empresas;9152;Licenciatura 1.º ciclo
Instituto Superior de Administração e Línguas;4220;Instituto Superior de Administração e Línguas;4220;Privado;Politécnico;Turismo;9254;Licenciatura 1.º ciclo
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitário;Ciências Forenses e Criminais;8059;Licenciatura 1.º ciclo
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitário;Psicologia;9219;Licenciatura 1.º ciclo
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitário;Ciências Biomédicas;9351;Licenciatura 1.º ciclo
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitário;Ciências Farmacêuticas;9494;Mestrado Integrado
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitário;Medicina Dentária;9548;Mestrado Integrado
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitário;Ciências da Nutrição;9554;Licenciatura 1.º ciclo
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitário;Medicina Veterinária;9847;Mestrado Integrado
Instituto Universitário Egas Moniz;4260;Instituto Universitário Egas Moniz;4260;Privado;Universitário;Gastronomia;L095;Licenciatura 1.º ciclo
ISCE - Instituto Superior de Lisboa e Vale do Tejo;4270;ISCE - Instituto Superior de Lisboa e Vale do Tejo;4270;Privado;Politécnico;Animação Sociocultural;9005;Licenciatura 1.º ciclo
ISCE - Instituto Superior de Lisboa e Vale do Tejo;4270;ISCE - Instituto Superior de Lisboa e Vale do Tejo;4270;Privado;Politécnico;Educação Social;9084;Licenciatura 1.º ciclo
ISCE - Instituto Superior de Lisboa e Vale do Tejo;4270;ISCE - Instituto Superior de Lisboa e Vale do Tejo;4270;Privado;Politécnico;Gestão Turística;9177;Licenciatura 1.º ciclo
ISCE - Instituto Superior de Lisboa e Vale do Tejo;4270;ISCE - Instituto Superior de Lisboa e Vale do Tejo;4270;Privado;Politécnico;Desporto;9563;Licenciatura 1.º ciclo
ISCE - Instituto Superior de Lisboa e Vale do Tejo;4270;ISCE - Instituto Superior de Lisboa e Vale do Tejo;4270;Privado;Politécnico;Educação Básica;9853;Licenciatura 1.º ciclo
Instituto Superior de Ciências Educativas do Douro;4271;Instituto Superior de Ciências Educativas do Douro;4271;Privado;Politécnico;Educação Social;9084;Licenciatura 1.º ciclo
Instituto Superior de Ciências Educativas do Douro;4271;Instituto Superior de Ciências Educativas do Douro;4271;Privado;Politécnico;Desporto;9563;Licenciatura 1.º ciclo
Instituto Superior de Ciências Educativas do Douro;4271;Instituto Superior de Ciências Educativas do Douro;4271;Privado;Politécnico;Educação Básica;9853;Licenciatura 1.º ciclo
Instituto Superior de Ciências Educativas do Douro;4271;Instituto Superior de Ciências Educativas do Douro;4271;Privado;Politécnico;Atividade Física e Estilos de Vida Saudáveis;L008;Licenciatura 1.º ciclo
Instituto Superior de Ciências Educativas do Douro;4271;Instituto Superior de Ciências Educativas do Douro;4271;Privado;Politécnico;Tecnologias Multimédia;L342;Licenciatura 1.º ciclo
Instituto Superior de Ciências da Informação e da Administração;4277;Instituto Superior de Ciências da Informação e da Administração;4277;Privado;Politécnico;Educação Social;9084;Licenciatura 1.º ciclo
Instituto Superior de Ciências da Informação e da Administração;4277;Instituto Superior de Ciências da Informação e da Administração;4277;Privado;Politécnico;Proteção Civil;9218;Licenciatura 1.º ciclo
Instituto Superior de Ciências da Informação e da Administração;4277;Instituto Superior de Ciências da Informação e da Administração;4277;Privado;Politécnico;Segurança e Saúde no Trabalho;L264;Licenciatura 1.º ciclo
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politécnico;Gestão de Empresas;9152;Licenciatura 1.º ciclo
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politécnico;Marketing e Publicidade;9206;Licenciatura 1.º ciclo
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politécnico;Solicitadoria;9242;Licenciatura 1.º ciclo
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politécnico;Turismo;9254;Licenciatura 1.º ciclo
Instituto Superior de Ciências Empresariais e do Turismo;4280;Instituto Superior de Ciências Empresariais e do Turismo;4280;Privado;Politécnico;Comércio Internacional;9716;Licenciatura 1.º ciclo
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politécnico;Contabilidade;9056;Licenciatura 1.º ciclo
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politécnico;Engenharia de Produção Industrial;9097;Licenciatura 1.º ciclo
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politécnico;Gestão de Empresas;9152;Licenciatura 1.º ciclo
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politécnico;Marketing, Publicidade e Relações Públicas;9208;Licenciatura 1.º ciclo
Instituto Superior de Entre Douro e Vouga;4283;Instituto Superior de Entre Douro e Vouga;4283;Privado;Politécnico;Solicitadoria;9242;Licenciatura 1.º ciclo
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politécnico;Gestão de Recursos Humanos;9157;Licenciatura 1.º ciclo
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politécnico;Gestão Comercial;L021;Licenciatura 1.º ciclo
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politécnico;Gestão Industrial e Inovação Tecnológica;L190;Licenciatura 1.º ciclo
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politécnico;Engenharia e Gestão da Produção de Moldes;L225;Licenciatura 1.º ciclo
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politécnico;Engenharia e Design Industrial;L263;Licenciatura 1.º ciclo
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politécnico;Engenharia e Gestão da Produção Aeronáutica;L320;Licenciatura 1.º ciclo
Instituto Superior D. Dinis;4292;Instituto Superior D. Dinis;4292;Privado;Politécnico;Engenharia e Gestão da Tecnologia Industrial;L328;Licenciatura 1.º ciclo
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politécnico;Gestão Aeronáutica;8042;Licenciatura 1.º ciclo
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politécnico;Gestão Autárquica;8181;Licenciatura 1.º ciclo
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politécnico;Engenharia de Proteção Civil;8397;Licenciatura 1.º ciclo
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politécnico;Energias Renováveis e Ambiente;8522;Licenciatura 1.º ciclo
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politécnico;Design e Produção Gráfica;9073;Licenciatura 1.º ciclo
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politécnico;Gestão Hoteleira;9173;Licenciatura 1.º ciclo
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politécnico;Educação Básica;9853;Licenciatura 1.º ciclo
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politécnico;Óptica e Optometria;L036;Licenciatura 1.º ciclo
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politécnico;Ciência e Visualização de Dados;L315;Licenciatura 1.º ciclo
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politécnico;Ciências Aeronáuticas e do Espaço;L316;Licenciatura 1.º ciclo
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politécnico;Comunicação Global;L337;Licenciatura 1.º ciclo
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politécnico;Gestão de dados e tecnologias em saúde;L357;Licenciatura 1.º ciclo
ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;ISEC Lisboa - Instituto Superior de Educação e Ciências;4298;Privado;Politécnico;Gestão da Proteção Civil e Segurança Comunitária;L368;Licenciatura 1.º ciclo
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitário;Gestão;9147;Licenciatura 1.º ciclo
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitário;Gestão de Recursos Humanos;9157;Licenciatura 1.º ciclo
Instituto Superior de Gestão;4300;Instituto Superior de Gestão;4300;Privado;Universitário;Gestão do Turismo;L191;Licenciatura 1.º ciclo
Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Privado;Universitário;Gestão;9147;Licenciatura 1.º ciclo
Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Privado;Universitário;Psicologia;9219;Licenciatura 1.º ciclo
Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Instituto Superior de Estudos Interculturais e Transdisciplinares de Almada;4306;Privado;Universitário;Educação Física e Desporto;9736;Licenciatura 1.º ciclo
Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu;4308;Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu;4308;Privado;Universitário;Psicologia;9219;Licenciatura 1.º ciclo
Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu;4308;Instituto Superior de Estudos Interculturais e Transdisciplinares de Viseu;4308;Privado;Universitário;Relações Internacionais;9229;Licenciatura 1.º ciclo
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitário;Marketing (regime de ensino a distância);8123;Licenciatura 1.º ciclo
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitário;Fotografia e Cultura Visual;8134;Licenciatura 1.º ciclo
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitário;Contabilidade (regime de ensino a distância);8449;Licenciatura 1.º ciclo
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitário;Ciências da Comunicação;9023;Licenciatura 1.º ciclo
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitário;Design;9069;Licenciatura 1.º ciclo
Universidade Europeia;4350;Universidade Europeia;4350;Privado;Universitário;Direito;9078;Licenciatura 1.º ciclo
